,N,var,Ut01,NBC_Acc,ACRA_Acc,NB_Acc,NBC_AvgUt,ACRA_AvgUt,NB_AvgUt,NBC_FPR,ACRA_FPR,NB_FPR,NBC_FNR,ACRA_FNR,NB_FNR
22,0.0,60.0,-5.0,0.8809730668983493,0.8887923544743701,0.8262380538662033,0.6542137271937446,0.6768027801911382,0.5447437011294527,0.043785310734463276,0.04096045197740113,0.043785310734463276,0.23927765237020315,0.2234762979683973,0.38148984198645597
23,0.0,60.0,-10.0,0.8731537793223284,0.8809730668983493,0.8175499565595135,0.527367506516073,0.5430060816681147,0.4161598609904431,0.03954802259887006,0.03954802259887006,0.03954802259887006,0.26636568848758463,0.24604966139954854,0.4108352144469526
24,0.0,70.0,0.0,0.8801042571676803,0.8870547350130321,0.8271068635968722,0.8801042571676803,0.8870547350130321,0.8271068635968722,0.059322033898305086,0.05084745762711865,0.059322033898305086,0.21670428893905191,0.21218961625282168,0.3544018058690745
25,0.0,70.0,-2.0,0.8809730668983493,0.8879235447437012,0.8279756733275413,0.7280625543006082,0.7480451781059948,0.6220677671589921,0.05508474576271186,0.04519774011299435,0.05508474576271186,0.22121896162528218,0.21896162528216703,0.35891647855530473
26,0.0,70.0,-5.0,0.8809730668983493,0.8887923544743701,0.8262380538662033,0.6542137271937446,0.6768027801911382,0.5447437011294527,0.043785310734463276,0.04096045197740113,0.043785310734463276,0.23927765237020315,0.2234762979683973,0.38148984198645597
27,0.0,70.0,-10.0,0.8731537793223284,0.8792354474370113,0.8175499565595135,0.527367506516073,0.5395308427454387,0.4161598609904431,0.03954802259887006,0.03954802259887006,0.03954802259887006,0.26636568848758463,0.2505643340857788,0.4108352144469526
28,0.0,80.0,0.0,0.8801042571676803,0.8853171155516942,0.8271068635968722,0.8801042571676803,0.8853171155516942,0.8271068635968722,0.059322033898305086,0.05367231638418079,0.059322033898305086,0.21670428893905191,0.21218961625282168,0.3544018058690745
29,0.0,80.0,-2.0,0.8809730668983493,0.8861859252823632,0.8279756733275413,0.7280625543006082,0.7428323197219809,0.6220677671589921,0.05508474576271186,0.0480225988700565,0.05508474576271186,0.22121896162528218,0.21896162528216703,0.35891647855530473
30,0.0,80.0,-5.0,0.8809730668983493,0.8870547350130321,0.8262380538662033,0.6542137271937446,0.6733275412684622,0.5447437011294527,0.043785310734463276,0.04096045197740113,0.043785310734463276,0.23927765237020315,0.22799097065462753,0.38148984198645597
31,0.0,80.0,-10.0,0.8731537793223284,0.8792354474370113,0.8175499565595135,0.527367506516073,0.5395308427454387,0.4161598609904431,0.03954802259887006,0.03954802259887006,0.03954802259887006,0.26636568848758463,0.2505643340857788,0.4108352144469526
32,0.0,90.0,0.0,0.8801042571676803,0.8853171155516942,0.8271068635968722,0.8801042571676803,0.8853171155516942,0.8271068635968722,0.059322033898305086,0.052259887005649715,0.059322033898305086,0.21670428893905191,0.2144469525959368,0.3544018058690745
33,0.0,90.0,-2.0,0.8809730668983493,0.8861859252823632,0.8279756733275413,0.7280625543006082,0.7428323197219809,0.6220677671589921,0.05508474576271186,0.0480225988700565,0.05508474576271186,0.22121896162528218,0.21896162528216703,0.35891647855530473
34,0.0,90.0,-5.0,0.8809730668983493,0.8861859252823632,0.8262380538662033,0.6542137271937446,0.6681146828844483,0.5447437011294527,0.043785310734463276,0.0423728813559322,0.043785310734463276,0.23927765237020315,0.22799097065462753,0.38148984198645597
35,0.0,90.0,-10.0,0.8731537793223284,0.8792354474370113,0.8175499565595135,0.527367506516073,0.5395308427454387,0.4161598609904431,0.03954802259887006,0.03954802259887006,0.03954802259887006,0.26636568848758463,0.2505643340857788,0.4108352144469526
